non_coil_percent,coil_percent,helix_percent,strand_percent,radius_of_gyration,length,sample
0.8888888888888888,0.1111111111111111,0.8888888888888888,0.0,1.1570335549860984,len_090,sample_0
0.8777777777777778,0.12222222222222222,0.8777777777777778,0.0,1.2203430318933968,len_090,sample_1
0.9,0.1,0.9,0.0,1.1465718266502385,len_090,sample_2
0.9111111111111111,0.08888888888888889,0.9111111111111111,0.0,1.2560555167543026,len_090,sample_3
0.9111111111111111,0.08888888888888889,0.9111111111111111,0.0,1.2494075856642137,len_090,sample_4
0.9222222222222223,0.07777777777777778,0.9222222222222223,0.0,1.2310153331851603,len_090,sample_5
0.9222222222222223,0.07777777777777778,0.9222222222222223,0.0,1.212196406987121,len_090,sample_6
0.8777777777777778,0.12222222222222222,0.8777777777777778,0.0,1.2591134645818023,len_090,sample_7
0.8666666666666667,0.13333333333333333,0.8666666666666667,0.0,1.2500882063977021,len_090,sample_8
0.9222222222222223,0.07777777777777778,0.9222222222222223,0.0,1.2500557497129257,len_090,sample_9
0.9340659340659341,0.06593406593406594,0.9340659340659341,0.0,1.4512032411564009,len_091,sample_0
0.8351648351648352,0.16483516483516483,0.8351648351648352,0.0,1.2306822302492395,len_091,sample_1
0.9120879120879121,0.08791208791208792,0.9120879120879121,0.0,1.4800351690852918,len_091,sample_2
0.8131868131868132,0.18681318681318682,0.8131868131868132,0.0,1.307472616619847,len_091,sample_3
0.945054945054945,0.054945054945054944,0.945054945054945,0.0,1.484896633957277,len_091,sample_4
0.8791208791208791,0.12087912087912088,0.8791208791208791,0.0,1.2468772465682665,len_091,sample_5
0.8901098901098901,0.10989010989010989,0.8901098901098901,0.0,1.3366046741323092,len_091,sample_6
0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,1.2871807418403995,len_091,sample_7
0.8901098901098901,0.10989010989010989,0.8901098901098901,0.0,1.219664426970265,len_091,sample_8
0.9010989010989011,0.0989010989010989,0.9010989010989011,0.0,1.2872529247576248,len_091,sample_9
0.8913043478260869,0.10869565217391304,0.8913043478260869,0.0,1.4660133471397399,len_092,sample_0
0.9021739130434783,0.09782608695652174,0.9021739130434783,0.0,1.2562679267148729,len_092,sample_1
0.9347826086956522,0.06521739130434782,0.9347826086956522,0.0,1.2576721464578278,len_092,sample_2
0.9021739130434783,0.09782608695652174,0.9021739130434783,0.0,1.2756262293403622,len_092,sample_3
0.9347826086956522,0.06521739130434782,0.9347826086956522,0.0,1.2619270872899926,len_092,sample_4
0.9239130434782609,0.07608695652173914,0.9239130434782609,0.0,1.2374389422507213,len_092,sample_5
0.8804347826086957,0.11956521739130435,0.8804347826086957,0.0,1.2258569276736022,len_092,sample_6
0.8913043478260869,0.10869565217391304,0.8913043478260869,0.0,1.270675920984814,len_092,sample_7
0.9130434782608695,0.08695652173913043,0.9130434782608695,0.0,1.4984070224178192,len_092,sample_8
0.8586956521739131,0.14130434782608695,0.8586956521739131,0.0,1.1972897508434643,len_092,sample_9
0.8602150537634409,0.13978494623655913,0.8602150537634409,0.0,1.2494150191559006,len_093,sample_0
0.8817204301075269,0.11827956989247312,0.8817204301075269,0.0,1.3102735179732725,len_093,sample_1
0.9354838709677419,0.06451612903225806,0.9354838709677419,0.0,1.4943144898391307,len_093,sample_2
0.9032258064516129,0.0967741935483871,0.9032258064516129,0.0,1.5000158940204034,len_093,sample_3
0.8602150537634409,0.13978494623655913,0.8602150537634409,0.0,1.42718531428462,len_093,sample_4
0.8924731182795699,0.10752688172043011,0.8924731182795699,0.0,1.243969978277822,len_093,sample_5
0.8709677419354839,0.12903225806451613,0.8709677419354839,0.0,1.2745961074767376,len_093,sample_6
0.8064516129032258,0.1935483870967742,0.8064516129032258,0.0,1.3493622102274598,len_093,sample_7
0.8924731182795699,0.10752688172043011,0.8924731182795699,0.0,1.3204057240011444,len_093,sample_8
0.9247311827956989,0.07526881720430108,0.9247311827956989,0.0,1.4673105990016153,len_093,sample_9
0.9042553191489362,0.09574468085106383,0.9042553191489362,0.0,1.3449772746930506,len_094,sample_0
0.9148936170212766,0.0851063829787234,0.9148936170212766,0.0,1.531464168024556,len_094,sample_1
0.9361702127659575,0.06382978723404255,0.9361702127659575,0.0,1.259150097027333,len_094,sample_2
0.925531914893617,0.07446808510638298,0.925531914893617,0.0,1.417575415129265,len_094,sample_3
0.8936170212765957,0.10638297872340426,0.8936170212765957,0.0,1.2520481498621772,len_094,sample_4
0.8829787234042553,0.11702127659574468,0.8829787234042553,0.0,1.2309650711215163,len_094,sample_5
0.9042553191489362,0.09574468085106383,0.9042553191489362,0.0,1.3312086308319913,len_094,sample_6
0.8936170212765957,0.10638297872340426,0.8936170212765957,0.0,1.2116549822848859,len_094,sample_7
0.9042553191489362,0.09574468085106383,0.9042553191489362,0.0,1.2538616399477562,len_094,sample_8
0.9148936170212766,0.0851063829787234,0.9148936170212766,0.0,1.3092554567520163,len_094,sample_9
0.9368421052631579,0.06315789473684211,0.9368421052631579,0.0,1.2677061604205122,len_095,sample_0
0.9052631578947369,0.09473684210526316,0.9052631578947369,0.0,1.2698719693937366,len_095,sample_1
0.9052631578947369,0.09473684210526316,0.9052631578947369,0.0,1.3469058494422976,len_095,sample_2
0.9263157894736842,0.07368421052631578,0.9263157894736842,0.0,1.5729703654290688,len_095,sample_3
0.8736842105263158,0.12631578947368421,0.8736842105263158,0.0,1.2682503510425034,len_095,sample_4
0.9052631578947369,0.09473684210526316,0.9052631578947369,0.0,1.2514269148130786,len_095,sample_5
0.8631578947368421,0.1368421052631579,0.8631578947368421,0.0,1.278780821155236,len_095,sample_6
0.9368421052631579,0.06315789473684211,0.9368421052631579,0.0,1.2817246817381223,len_095,sample_7
0.9157894736842105,0.08421052631578947,0.9157894736842105,0.0,1.4437300744711181,len_095,sample_8
0.8736842105263158,0.12631578947368421,0.8736842105263158,0.0,1.266224884042739,len_095,sample_9
0.8958333333333334,0.10416666666666667,0.8958333333333334,0.0,1.2526810149777037,len_096,sample_0
0.9375,0.0625,0.9375,0.0,1.3181953284843781,len_096,sample_1
0.8854166666666666,0.11458333333333333,0.8854166666666666,0.0,1.2659717636544567,len_096,sample_2
0.90625,0.09375,0.90625,0.0,1.2603170189141504,len_096,sample_3
0.8645833333333334,0.13541666666666666,0.8645833333333334,0.0,1.2769251049824157,len_096,sample_4
0.8854166666666666,0.11458333333333333,0.8854166666666666,0.0,1.2910797998883123,len_096,sample_5
0.875,0.125,0.875,0.0,1.2805853964675025,len_096,sample_6
0.90625,0.09375,0.90625,0.0,1.2669885503777627,len_096,sample_7
0.8958333333333334,0.10416666666666667,0.8958333333333334,0.0,1.1838393928725202,len_096,sample_8
0.8541666666666666,0.14583333333333334,0.8541666666666666,0.0,1.342336692920489,len_096,sample_9
